TIMESTAMP,ContextTokens,GeneratedTokens
20.133723974227905,533,3
20.152209997177124,869,4
20.152712106704712,3033,9
20.33195996284485,1237,1
20.536720037460327,481,11
20.583619117736816,963,1
20.754260063171387,6758,46
20.767343997955322,5293,4
20.78675603866577,1526,1
20.83333396911621,437,29
20.83373188972473,963,5
20.900891065597534,1105,3
21.017364025115967,7686,823
21.045336961746216,5015,4
21.083937883377075,963,5
21.138823986053467,2030,105
21.141480922698975,1937,145
21.25651788711548,455,2
21.295336961746216,1527,5
21.50381302833557,1971,31
21.5413761138916,3268,9
21.651412963867188,4402,37
21.790240049362183,2090,255
21.83301305770874,4685,15
21.835289001464844,229,500
21.88631510734558,6584,33
21.90091896057129,1105,8
22.039418935775757,1528,1
22.136893033981323,2030,1
22.139292001724243,1937,247
22.254626989364624,1336,3
22.332364082336426,2071,2
22.385569095611572,453,2
22.38583993911743,2029,1
22.40374994277954,1105,3
22.65109395980835,101,31
22.788145065307617,1529,18
22.903398990631104,1105,8
23.003078937530518,1347,15
23.08215093612671,1446,1
23.13690710067749,2034,30
23.13845992088318,1205,7
23.15172004699707,102,59
23.39047598838806,455,2
23.50527596473694,1263,31
23.544660091400146,1543,13
23.58484196662903,364,29
23.65216088294983,4408,25
23.75411105155945,6758,18
23.884582042694092,1937,214
24.039500951766968,3269,1
24.137514114379883,6602,30
24.151350021362305,1105,1
24.54012107849121,3272,15
24.540504932403564,7637,3
24.650441884994507,1106,3
24.753593921661377,453,2
25.026063919067383,3396,31
25.289225101470947,3433,3
25.40342092514038,104,93
25.503155946731567,980,11
25.503472089767456,6760,37
25.65401601791382,1105,3
25.75373101234436,1222,3
25.776089906692505,7683,108
25.781147003173828,1050,12
25.783106088638306,2513,71
25.832993030548096,3758,17
25.909689903259277,117,61
26.083064079284668,470,5
26.15779709815979,4414,27
26.333259105682373,473,1
26.33333110809326,1272,13
26.33564805984497,3760,18
26.401446104049683,1107,1
26.52215003967285,7685,16
26.52636194229126,1893,3
26.589123010635376,474,1
27.089015007019043,3762,31
27.091211080551147,491,27
27.156802892684937,1107,1
27.15903902053833,124,227
27.28635597229004,7639,2
27.33783793449402,2752,23
27.524056911468506,2551,58
27.586673974990845,824,9
27.651933908462524,1107,1
27.907259941101074,3661,1
27.908730030059814,1108,2
28.023288011550903,3803,1
28.024751901626587,3802,14
28.03809690475464,7639,1
28.08620810508728,3298,33
28.253058910369873,689,9
28.253942012786865,3887,12
28.270872116088867,3802,14
28.50286889076233,4478,9
28.536672115325928,3273,13
28.753652095794678,6760,52
28.83565402030945,221,5
28.90399408340454,117,6
29.038949012756348,1530,14
29.15673303604126,7686,6
29.252789974212646,1257,3
29.25321888923645,691,1
29.28704810142517,1531,1
29.336594104766846,3762,21
29.52077293395996,1866,24
29.539721965789795,1532,14
29.65519690513611,2091,13
29.75401210784912,691,2
30.00281000137329,692,7
30.155909061431885,2090,14
30.25270104408264,693,6
30.25330400466919,1259,3
30.287092924118042,1532,29
30.40450096130371,7686,1
30.405277967453003,117,5
30.502899885177612,6762,1
30.586538076400757,2064,40
30.653496980667114,2090,14
30.757508039474487,691,6
30.758644104003906,319,1
30.902228116989136,7674,1
31.00639510154724,691,24
31.024765968322754,2781,144
31.026149034500122,2553,25
31.256938934326172,692,5
31.258790016174316,4489,23
31.33668804168701,3762,31
31.505631923675537,692,5
31.524812936782837,2553,53
31.537890911102295,630,2
31.787198066711426,1535,1
31.902388095855713,2816,1
32.030946016311646,1918,33
32.13282895088196,6620,107
32.287118911743164,1536,5
32.505139112472534,6763,40
32.50580811500549,317,1
32.52284002304077,1597,24
32.7875030040741,1537,1
33.25737810134888,2519,12
33.26820111274719,7685,38
33.338099002838135,1722,17
33.34042191505432,1722,20
33.40281701087952,7677,14
33.526570081710815,1949,8
33.54240298271179,1539,19
33.757105112075806,6763,49
33.76944303512573,7681,14
33.77394700050354,1871,2
33.83824706077576,1889,278
33.90247106552124,119,8
34.02986001968384,1871,4
34.268250942230225,7681,36
34.52104091644287,1598,14
34.58886790275574,1731,28
34.79628396034241,1541,1
34.796714067459106,4043,238
34.88090109825134,2071,1
35.04589796066284,1541,1
35.270281076431274,2072,13
35.389734983444214,6718,84
35.51830506324768,1599,20
35.54810309410095,1543,1
35.63381004333496,899,2
35.7685329914093,2073,1
35.882713079452515,2477,5
36.02081108093262,2073,1
36.02342700958252,1872,2
36.04305291175842,1543,7
36.04509902000427,2090,223
36.15645408630371,4426,19
36.15785503387451,765,6
36.27298593521118,1872,4
36.5203959941864,2073,1
36.63260006904602,228,1
36.75681209564209,6764,213
36.77245903015137,7684,18
36.77366900444031,5318,1
36.774401903152466,1601,13
36.78917193412781,3275,3
36.88907504081726,2911,2
36.89046788215637,2490,3
37.021106004714966,2074,11
37.16128206253052,2104,9
37.26877307891846,5319,3
37.26933288574219,1602,17
37.29126000404358,1489,6
37.292372941970825,3275,10
37.33485293388367,1891,7
37.335978984832764,1994,1
37.411386013031006,7675,211
37.41538691520691,117,3
37.4158980846405,1825,18
37.50495505332947,1259,15
37.837640047073364,4046,18
37.839410066604614,1019,11
37.88706302642822,6795,72
38.0192289352417,7686,46
38.13302993774414,2491,3
38.1577730178833,7678,25
38.269038915634155,2563,11
38.507232904434204,1259,13
38.75555396080017,4046,19
38.78771996498108,1713,61
39.157872915267944,135,3
39.26899003982544,1870,2
39.27005100250244,1053,11
39.28977608680725,1544,1
39.33753204345703,4046,18
39.51754403114319,1870,4
39.54047894477844,1544,1
39.65716195106506,2608,12
39.75565791130066,1349,5
39.78907895088196,1544,7
40.01925802230835,1871,1
40.03877401351929,3284,2
40.14885902404785,6860,75
40.1582190990448,119,1
40.395689964294434,1204,9
40.5166220664978,4047,14
40.519787073135376,1871,2
40.539762020111084,1544,17
40.83309292793274,1733,1
40.88526201248169,1335,342
40.8863570690155,1938,1
41.13214707374573,1938,1
41.26722288131714,7678,13
41.38454008102417,1335,9
41.38555407524109,1938,2
41.40328311920166,131,6
41.51711988449097,5320,77
41.54857110977173,1545,16
41.76756501197815,4047,14
42.02320408821106,1869,3
42.04433989524841,2090,317
42.26654410362244,7678,44
42.271095991134644,1869,6
42.2893009185791,618,1
42.34411597251892,503,17
42.50547504425049,6765,49
42.51803708076477,2790,1
42.54383707046509,618,37
42.59063506126404,7675,1
42.6328649520874,6922,69
42.84038305282593,2746,27
43.095529079437256,4048,67
43.290847063064575,618,28
43.50546598434448,1350,4
43.5176260471344,7678,35
43.54148197174072,617,37
43.59055495262146,7676,1
43.65466809272766,1173,15
44.33793306350708,1732,6
44.524636030197144,1871,1
44.538543939590454,1547,26
44.7684440612793,1871,2
44.786664962768555,617,46
44.83458399772644,232,500
45.26173806190491,3715,29
45.26445698738098,6769,31
45.537473917007446,334,2
45.7865788936615,1550,1
45.8878219127655,643,37
46.152904987335205,1176,2
46.25859999656677,6770,82
46.277151107788086,2790,8
46.28681707382202,1551,1
46.28818488121033,709,1
46.52342700958252,6239,114
46.52806496620178,2791,7
46.536948919296265,617,6
46.5373899936676,334,1
46.53788995742798,1551,1
46.65183901786804,4431,10
46.65214705467224,2580,29
46.7868709564209,1551,1
46.88581204414368,2279,8
47.020572900772095,2791,7
47.03698205947876,1551,5
47.13400888442993,6996,73
47.2888069152832,735,1
47.40622901916504,1174,18
47.50556492805481,6786,37
47.52735209465027,2793,4
47.53689503669739,1551,23
48.02305006980896,7685,49
48.15429711341858,2616,15
48.257405042648315,6787,34
48.26951503753662,2794,1
48.28722310066223,4471,10
48.33659911155701,4059,40
48.41038489341736,328,6
48.78700590133667,160,5
48.90469408035278,328,31
49.02086901664734,5340,5
49.14113092422485,642,22
49.15614700317383,2432,3
49.26011896133423,6790,67
49.28637099266052,335,4
49.28742003440857,1554,16
49.409202098846436,2617,24
49.539292097091675,1554,1
49.78717088699341,160,15
49.78838491439819,1554,13
49.90651607513428,128,255
50.00420594215393,2912,16
50.038026094436646,1554,1
50.584295988082886,1825,88
50.753957986831665,2912,1
50.90288710594177,328,11
51.02070689201355,2794,3
51.03784489631653,1556,17
51.517117977142334,5344,42
51.65749907493591,147,5
51.657716035842896,328,35
51.78790307044983,1557,17
52.038562059402466,3713,16
52.25296211242676,118,3
52.502679109573364,697,2
52.58500909805298,824,39
52.632203102111816,244,2
52.75480008125305,2912,16
52.90852999687195,330,15
52.910232067108154,2620,1
53.03905510902405,1557,18
53.253154039382935,118,3
53.25411891937256,6792,3
53.50387907028198,1353,3
53.504722118377686,120,7
53.53741192817688,1558,12
53.78680610656738,161,1
53.83720397949219,1827,3
53.91065788269043,329,3
53.91292595863342,2621,1
54.03776693344116,161,4
54.087536096572876,2021,1
54.08796405792236,2748,3
54.0889949798584,435,31
54.15304398536682,2621,4
54.38520002365112,1213,11
54.6379508972168,1213,11
54.65422296524048,2621,3
54.789056062698364,338,157
54.83387804031372,1313,3
54.88352704048157,2838,31
55.288620948791504,1558,15
55.28902292251587,338,55
55.50361108779907,122,19
55.516666889190674,7655,9
55.536608934402466,163,4
55.59588098526001,2750,36
55.65092897415161,2622,2
55.78680896759033,161,4
56.130934953689575,2262,1
56.25357508659363,122,35
56.287237882614136,161,4
56.28785800933838,1560,14
56.3341600894928,824,225
56.6311149597168,2261,2
56.78666591644287,2582,1
56.83233094215393,2759,9
56.90059304237366,330,20
57.03872299194336,1560,14
57.083319902420044,1991,21
57.130861043930054,6532,3
57.3325629234314,7656,8
57.40657591819763,1945,66
58.15460705757141,7678,15
58.51944303512573,2667,3
58.52258896827698,5774,23
58.631776094436646,1528,68
59.00297403335571,131,10
59.00319504737854,4726,13
59.08273100852966,7686,1
59.1317720413208,4509,4
59.38180208206177,2261,2
59.40330505371094,132,6
59.403412103652954,2627,4
59.50367307662964,131,20
59.53906011581421,4509,4
59.63196396827698,2261,1
59.75411605834961,1362,21
59.88112807273865,2261,2
59.90832996368408,2627,5
60.03737211227417,4510,2
60.27107000350952,7684,64
60.4072151184082,2627,1
60.407413959503174,361,41
60.65658092498779,7675,6
60.75333094596863,5671,1
60.75436496734619,2778,2
60.78698706626892,341,7
60.881946086883545,2261,2
60.90874099731445,4400,30
60.912060022354126,2628,5
61.28740906715393,1561,13
61.40837502479553,4400,8
61.41094994544983,361,31
61.41114401817322,2627,4
61.630656003952026,2845,1
61.66462802886963,361,21
61.90916204452515,4405,3
61.91005897521973,362,29
61.91193604469299,362,39
62.00275993347168,4533,3
62.15725803375244,363,37
62.404759883880615,2628,1
62.58352208137512,2738,10
62.77055501937866,1894,11
62.788508892059326,4510,2
63.287554025650024,2424,37
63.53694701194763,342,12
63.770113945007324,7685,199
63.77456092834473,1894,3
64.02133202552795,2854,3
64.08366799354553,1996,4
64.13099002838135,2845,44
64.13257002830505,6531,10
64.33302402496338,824,19
64.33498311042786,11,1
64.33556795120239,11,2
64.50307989120483,138,1
64.52192211151123,1897,6
64.75393295288086,138,6
64.77110004425049,1897,10
64.78681993484497,347,2
64.83327794075012,824,19
65.08407497406006,2732,10
65.15195202827454,1441,3
65.2528989315033,138,12
65.33300805091858,11,1
65.78664898872375,347,2
65.83238101005554,824,19
65.88227200508118,6612,32
65.901447057724,365,26
65.90201306343079,2630,31
66.03922295570374,2287,110
66.13382697105408,2848,5
66.50392508506775,6728,358
66.58631992340088,2331,10
66.63319396972656,1080,3
66.83269500732422,11,26
66.8853919506073,1081,2
66.88739204406738,1224,12
66.90134000778198,366,51
67.13195896148682,1081,1
67.13241910934448,1081,1
67.3834159374237,1081,1
67.58377599716187,11,61
67.6340970993042,2050,9
67.63446593284607,1081,1
67.76980996131897,1858,9
67.88251090049744,1172,1
67.90298795700073,137,55
68.13362789154053,2052,7
68.26642489433289,2077,52
68.28654408454895,348,2
68.38266801834106,1082,2
68.53767204284668,1565,16
68.58448600769043,2694,109
68.78833198547363,1566,8
68.8834490776062,2053,7
69.15741109848022,2631,4
69.28698706626892,1567,7
69.64186501502991,3787,9
69.64326810836792,2058,64
69.64579010009766,1225,8
69.76761102676392,5780,22
69.78631210327148,1568,7
70.01832509040833,2082,54
70.28673791885376,346,2
70.38458609580994,1225,11
70.40269303321838,1106,3
70.65080499649048,327,12
70.75372409820557,143,6
70.78713893890381,895,15
71.0174388885498,1602,13
71.03736591339111,1570,5
71.13392210006714,1225,5
71.25299191474915,143,13
71.26741099357605,1602,17
71.28646492958069,347,2
71.38493704795837,7010,3
71.38542199134827,1225,5
71.40077805519104,2342,22
71.51752996444702,2082,316
71.63467407226562,3789,1
71.88233304023743,1919,47
72.00257992744446,1260,12
72.15281200408936,2343,21
72.25316309928894,2517,10
72.26705288887024,2371,3
72.28734111785889,2427,36
72.38282608985901,3789,2
72.52016091346741,5787,22
72.78890800476074,347,55
72.8838620185852,2051,9
72.88410997390747,2852,1
73.03992199897766,888,5
73.08365297317505,2248,6
73.26898908615112,2374,23
73.38793110847473,2051,9
73.40081596374512,328,12
73.5037190914154,7672,3
74.0196750164032,2374,79
74.15303993225098,330,25
74.40053105354309,250,15
74.58382296562195,2250,7
74.5866310596466,2358,48
74.78916311264038,7670,3
75.13429188728333,2263,11
75.1567599773407,139,1
75.25283193588257,6752,1
75.26844906806946,853,7
75.29177808761597,347,34
75.33290195465088,152,2
75.40415692329407,140,3
75.63312101364136,2380,19
75.75488996505737,6752,40
75.90290689468384,1133,14
76.28867793083191,165,1
76.54036092758179,165,3
76.75386905670166,500,6
76.76791405677795,1402,97
76.90426898002625,1306,1
77.02028608322144,838,16
77.25389003753662,249,15
77.33262610435486,2251,4
77.54350900650024,167,39
77.83301997184753,2251,8
77.83624601364136,1056,87
77.90492105484009,1109,8
78.01965808868408,1643,55
78.13181400299072,1222,14
78.15669989585876,1304,1
78.28773307800293,350,53
78.38535904884338,3840,2
78.54650592803955,168,33
78.58345603942871,3090,1
78.6607129573822,366,15
79.00236010551453,3090,2
79.00359010696411,2519,15
79.01860904693604,2625,9
79.26803803443909,1258,2
79.28900599479675,2440,8
79.33260703086853,2721,2
79.65185403823853,1304,2
79.75297403335571,3090,2
79.8320701122284,13,1
80.0043740272522,6753,57
80.08378100395203,2361,13
80.25297594070435,146,8
80.26845908164978,2625,1
80.38351011276245,1170,1
80.50364208221436,151,3
80.50444889068604,265,28
80.5840470790863,2361,1
80.83270692825317,3471,33
80.83470702171326,2361,11
81.00370502471924,6753,49
81.5026490688324,153,4
81.54335308074951,168,13
81.66144108772278,263,37
81.75378704071045,2518,3
81.91259002685547,2631,1
81.9127779006958,157,7
81.91433310508728,368,25
82.00279092788696,153,8
82.04253697395325,169,19
82.04373407363892,1571,87
82.0832200050354,7686,49
82.1319169998169,1778,3
82.16099810600281,369,28
82.33517599105835,2361,20
82.40619611740112,1137,8
82.50242400169373,6755,40
82.54511189460754,169,2
82.54628610610962,1571,36
82.5834059715271,1829,104
82.63257503509521,1227,4
82.65787196159363,264,4
82.65819501876831,369,15
82.75542902946472,537,19
82.83438611030579,7679,1
83.00312900543213,6754,1
83.03870296478271,169,1
83.15338897705078,1138,15
83.25327706336975,2519,11
83.29561495780945,1573,4
83.29661893844604,169,7
83.40798306465149,266,15
83.50482296943665,154,3
83.55023789405823,1573,10
83.55199694633484,169,18
83.65380001068115,370,28
83.75467300415039,6754,46
83.83282899856567,2361,12
83.8824770450592,2859,90
83.90557289123535,266,30
84.00814294815063,537,19
84.13081002235413,1228,4
84.13207697868347,5391,4
84.29889798164368,169,64
84.40186905860901,1113,3
84.51730608940125,3208,9
84.54507803916931,1574,99
84.54791307449341,6242,13
84.5849061012268,2697,2
84.63124895095825,378,20
84.88101696968079,3851,1
84.88142609596252,1228,4
84.90668296813965,370,34
85.00766706466675,2212,33
85.04165506362915,2138,254
85.08557200431824,3568,9
85.08680891990662,2361,7
85.13168001174927,2602,15
85.15806102752686,370,31
85.25756096839905,6754,46
85.65132999420166,1991,11
85.8381609916687,7682,5
86.0886480808258,2257,3
86.09081411361694,2698,95
86.50413203239441,6754,37
86.58606600761414,2257,3
86.63183999061584,2866,62
86.63353300094604,2603,3
86.76970410346985,3208,34
87.00490593910217,2521,3
87.1306939125061,2226,1
87.15264701843262,1112,21
87.33191299438477,2718,53
87.40664601325989,1112,31
87.50571703910828,1749,1
87.54027605056763,3861,15
87.5830249786377,2257,3
87.63159990310669,2227,13
87.83242988586426,2361,5
87.83366107940674,20,15
88.25867199897766,1750,6
88.33274102210999,2360,7
88.33345198631287,7683,1
88.50960206985474,1750,1
88.58371996879578,2360,13
88.65242505073547,266,22
88.76106595993042,1751,5
88.76440405845642,6754,212
88.83258008956909,2724,53
89.02509999275208,5798,20
89.13094592094421,2877,36
89.25955295562744,2522,8
89.26202511787415,654,18
89.26977705955505,678,1
89.33207702636719,7684,3
89.3823549747467,2230,22
89.40222811698914,2632,1
89.50708293914795,1752,2
89.63151907920837,2188,31
89.7877140045166,2550,6
89.88243103027344,2232,18
89.90714192390442,267,13
90.1307909488678,2188,2
90.25622510910034,6754,203
90.28836297988892,6671,3
90.38408899307251,2188,23
90.65173602104187,268,2
90.76100993156433,1752,11
90.76345801353455,6754,37
90.7682900428772,7686,2
90.8328230381012,2361,10
90.88313293457031,2187,6
91.00625610351562,1753,7
91.08233308792114,1836,4
91.0835440158844,7674,3
91.15304398536682,2654,3
91.38178706169128,2188,1
91.38235998153687,2890,9
91.38457608222961,379,21
91.58321809768677,2361,9
91.58394193649292,7677,1
91.7563829421997,1753,6
91.773432970047,7683,3
91.77881002426147,6098,17
91.83314204216003,7677,11
91.88132691383362,2237,6
92.04597806930542,346,275
92.04858708381653,2202,5
92.08270311355591,1837,11
92.25624489784241,2912,16
92.38152503967285,2237,3
92.40688991546631,145,6
92.5052330493927,2202,3
92.54234004020691,346,41
92.58330011367798,1837,17
92.5853590965271,1275,1
92.65810298919678,1115,41
92.77113890647888,2553,15
92.83492088317871,1838,1
92.8373110294342,7679,12
92.8378210067749,1276,3
92.88116693496704,2236,20
92.88293790817261,2188,113
93.00721192359924,1470,40
93.08256602287292,1838,18
93.15897798538208,144,16
93.38515591621399,390,33
93.40442991256714,1117,41
93.54124093055725,347,47
93.63093996047974,122,3
93.65310597419739,144,5
93.83334398269653,952,16
93.83579111099243,1276,14
93.88179302215576,2242,17
93.90311598777771,144,7
94.00347304344177,6754,46
94.02528500556946,2553,29
94.13094210624695,1377,4
94.2699089050293,1261,2
94.33203506469727,2294,33
94.40332508087158,145,6
94.5190908908844,7686,1
94.65172290802002,1117,13
94.77253603935242,2558,12
94.83280992507935,18,23
94.88127398490906,1927,6
95.0829849243164,7681,8
95.13189101219177,389,15
95.1544599533081,145,5
95.27551293373108,5801,12
95.28892302513123,349,4
95.40358090400696,145,1
95.53964900970459,349,7
95.58303308486938,2369,2
95.63108491897583,3878,66
95.65335702896118,206,9
95.76845192909241,2558,167
95.8322389125824,272,3
95.83350992202759,7682,3
95.88256597518921,1169,7
96.0238630771637,1862,3
96.03902888298035,350,17
96.08237791061401,7682,3
96.08269596099854,2728,3
96.27295804023743,677,17
96.27406311035156,2556,12
96.33214998245239,951,1
96.33373999595642,20,2
96.40508794784546,1118,24
96.50424098968506,2696,5
96.51951193809509,1862,6
96.58595395088196,951,1
96.75594711303711,2696,10
96.7738299369812,378,3
96.78712701797485,349,7
96.83220291137695,2017,9
97.02816200256348,5813,10
97.0291121006012,681,22
97.02982211112976,5826,3
97.08263802528381,1277,1
97.08323001861572,20,2
97.08351802825928,2371,5
97.28761601448059,1659,14
97.33227801322937,1277,3
97.52110004425049,7685,42
97.53696489334106,1137,50
97.83241391181946,1277,1
98.03872299194336,273,23
98.04038310050964,347,69
98.08291101455688,1724,16
98.08424592018127,1278,1
98.08439898490906,2730,27
98.58311009407043,1279,2
98.88412809371948,7685,15
98.90237402915955,2136,3
99.00541591644287,1761,2
99.01760601997375,274,22
99.01909494400024,380,12
99.0254819393158,691,3
99.28662109375,7679,1
99.33295488357544,829,22
99.33358907699585,1724,15
99.33575701713562,1281,97
99.50461506843567,6754,40
99.53898692131042,1139,35
99.63434600830078,1811,1
99.6560389995575,1141,13
99.65705609321594,1120,25
99.83238410949707,2736,9
99.90536093711853,1141,15
100.01864790916443,7684,9
100.03958010673523,1660,22
100.04196691513062,7679,1
100.0431981086731,381,11
100.15565896034241,268,6
100.25763392448425,1475,8
100.25917911529541,2697,6
100.33232402801514,2736,9
100.40690207481384,2638,108
100.50524091720581,2522,2
100.65308690071106,268,12
100.75450611114502,393,10
100.75702691078186,6755,55
100.83347702026367,1724,58
101.0379650592804,295,3
101.15637707710266,1141,1
101.40249991416931,2640,1
101.65539193153381,1141,1
101.65631890296936,2640,5
101.65643405914307,3571,12
101.75332403182983,6755,46
101.8325560092926,2736,9
101.90340304374695,208,2
102.03815007209778,355,3
102.15539002418518,3571,4
102.15656590461731,208,11
102.28718304634094,1661,5
102.33222794532776,2736,9
102.40780091285706,3572,8
102.40811395645142,1141,9
102.50419902801514,1482,87
102.8350989818573,23,1
102.88140106201172,1928,4
103.08230304718018,2736,9
103.13267993927002,1928,4
103.1561439037323,7684,22
103.26792001724243,1271,112
103.26810789108276,7683,10
103.2909300327301,356,4
103.2924370765686,2399,10
103.38663101196289,645,10
103.38724493980408,1927,5
103.41345691680908,7684,24
103.41594791412354,3573,1
103.41782689094543,1120,22
103.65330696105957,3573,10
103.75418210029602,2699,6
103.76687288284302,1239,3
103.78883910179138,357,3
103.88473510742188,1927,5
104.00328707695007,6756,40
104.0405809879303,2399,10
104.13477110862732,1173,20
104.1565670967102,208,1
104.15700197219849,1150,11
104.25294089317322,5670,3
104.25574994087219,2699,24
104.38313794136047,2215,31
104.4024670124054,3573,10
104.58259892463684,2736,9
104.63427209854126,647,9
104.89068388938904,647,33
104.90415501594543,208,6
104.90542197227478,1119,22
105.00386500358582,6757,55
105.04014992713928,1142,29
105.04059910774231,2401,8
105.33219504356384,2736,9
105.38616299629211,647,37
105.51662802696228,1982,1
105.51833605766296,7684,15
105.65291905403137,1121,21
105.65347409248352,1150,23
105.7567949295044,7686,17
105.79410791397095,357,3
105.7967779636383,376,23
106.00293803215027,1762,2
106.08264493942261,2736,9
106.25387597084045,6757,58
106.26684999465942,1250,3
106.50281190872192,5673,4
106.58669304847717,2736,9
106.83392190933228,2378,30
